image_path,label,target,Imagenes
autistic\1420.jpg,autistic,0,"[[[0.85098039 0.55686275 0.3372549 ]
  [0.84705882 0.55294118 0.33333333]
  [0.83921569 0.55294118 0.3254902 ]
  ...
  [0.97647059 0.62745098 0.36470588]
  [0.97647059 0.62745098 0.36470588]
  [0.97647059 0.62745098 0.36470588]]

 [[0.85490196 0.55294118 0.32941176]
  [0.85098039 0.56078431 0.33333333]
  [0.85098039 0.56078431 0.33333333]
  ...
  [0.97647059 0.62745098 0.36470588]
  [0.97647059 0.62745098 0.36470588]
  [0.97647059 0.62745098 0.36470588]]

 [[0.8627451  0.56078431 0.31764706]
  [0.87058824 0.56470588 0.33333333]
  [0.85490196 0.56078431 0.34117647]
  ...
  [0.98039216 0.63137255 0.36862745]
  [0.98039216 0.63137255 0.36862745]
  [0.97647059 0.62745098 0.36470588]]

 ...

 [[0.07058824 0.1254902  0.14901961]
  [0.23529412 0.29019608 0.31372549]
  [0.34509804 0.40784314 0.43529412]
  ...
  [0.88627451 0.83921569 0.74509804]
  [0.8627451  0.81176471 0.7254902 ]
  [0.83921569 0.78823529 0.70196078]]

 [[0.11764706 0.16470588 0.18823529]
  [0.25882353 0.31372549 0.3372549 ]
  [0.34117647 0.40392157 0.43137255]
  ...
  [0.89019608 0.83921569 0.75294118]
  [0.87843137 0.82745098 0.74117647]
  [0.86666667 0.81568627 0.72941176]]

 [[0.16470588 0.21176471 0.23529412]
  [0.29803922 0.35294118 0.37647059]
  [0.37647059 0.42745098 0.45882353]
  ...
  [0.90196078 0.85098039 0.76470588]
  [0.90588235 0.85490196 0.76862745]
  [0.90588235 0.85490196 0.76862745]]]"
autistic\1173.jpg,autistic,0,"[[[0.0745098  0.08235294 0.08627451]
  [0.0745098  0.08235294 0.08627451]
  [0.0745098  0.08235294 0.08627451]
  ...
  [0.02352941 0.03137255 0.03137255]
  [0.01960784 0.02745098 0.02745098]
  [0.01568627 0.02352941 0.02352941]]

 [[0.08235294 0.09019608 0.09411765]
  [0.08235294 0.09019608 0.09411765]
  [0.08235294 0.09019608 0.09411765]
  ...
  [0.01960784 0.02745098 0.02745098]
  [0.01960784 0.02745098 0.02745098]
  [0.01960784 0.02745098 0.02745098]]

 [[0.07843137 0.08627451 0.09019608]
  [0.07843137 0.08627451 0.09019608]
  [0.07843137 0.08627451 0.09019608]
  ...
  [0.01960784 0.02745098 0.02745098]
  [0.01960784 0.02745098 0.02745098]
  [0.01960784 0.02745098 0.02745098]]

 ...

 [[0.13333333 0.58431373 0.78431373]
  [0.10588235 0.55686275 0.75686275]
  [0.06666667 0.50588235 0.71372549]
  ...
  [0.20392157 0.12156863 0.48627451]
  [0.22352941 0.12941176 0.49803922]
  [0.23921569 0.14509804 0.51372549]]

 [[0.07058824 0.51372549 0.70980392]
  [0.05882353 0.50196078 0.69803922]
  [0.03137255 0.47058824 0.6745098 ]
  ...
  [0.19215686 0.11764706 0.48235294]
  [0.18823529 0.10588235 0.46666667]
  [0.20784314 0.1254902  0.48627451]]

 [[0.10196078 0.54509804 0.74117647]
  [0.06666667 0.50980392 0.70588235]
  [0.01176471 0.45098039 0.65490196]
  ...
  [0.18823529 0.11372549 0.47843137]
  [0.18431373 0.10196078 0.4627451 ]
  [0.21568627 0.13333333 0.49411765]]]"
autistic\0113.jpg,autistic,0,"[[[0.4        0.30196078 0.29411765]
  [0.39607843 0.29803922 0.29019608]
  [0.40784314 0.32156863 0.30196078]
  ...
  [0.39215686 0.31764706 0.30588235]
  [0.63137255 0.55686275 0.54509804]
  [0.67843137 0.61176471 0.6       ]]

 [[0.40392157 0.30588235 0.29803922]
  [0.40392157 0.30588235 0.29803922]
  [0.38823529 0.30196078 0.28235294]
  ...
  [0.42352941 0.34901961 0.3372549 ]
  [0.65490196 0.58823529 0.57647059]
  [0.69019608 0.62352941 0.61176471]]

 [[0.39215686 0.30196078 0.29411765]
  [0.4        0.30980392 0.30196078]
  [0.37254902 0.28235294 0.2745098 ]
  ...
  [0.45098039 0.37647059 0.35686275]
  [0.67843137 0.61176471 0.6       ]
  [0.68627451 0.62745098 0.61568627]]

 ...

 [[0.29019608 0.14117647 0.76862745]
  [0.29411765 0.14509804 0.76862745]
  [0.29019608 0.14117647 0.76470588]
  ...
  [0.7372549  0.69019608 0.6745098 ]
  [0.77254902 0.73333333 0.73333333]
  [0.83137255 0.8        0.8       ]]

 [[0.27058824 0.1254902  0.76078431]
  [0.2745098  0.13333333 0.76078431]
  [0.2745098  0.13333333 0.76078431]
  ...
  [0.76470588 0.72156863 0.70588235]
  [0.73333333 0.70196078 0.70196078]
  [0.85098039 0.83137255 0.82745098]]

 [[0.28627451 0.15294118 0.78431373]
  [0.28235294 0.14901961 0.78039216]
  [0.28235294 0.1372549  0.77254902]
  ...
  [0.76862745 0.73333333 0.71764706]
  [0.78039216 0.74901961 0.74901961]
  [0.77254902 0.75294118 0.74901961]]]"
autistic\0618.jpg,autistic,0,"[[[0.96862745 0.98823529 1.        ]
  [0.91372549 0.93333333 0.94509804]
  [0.90980392 0.92941176 0.94117647]
  ...
  [0.41176471 0.43137255 0.44313725]
  [0.29019608 0.30980392 0.32156863]
  [0.18823529 0.20784314 0.21960784]]

 [[0.94901961 0.96862745 0.98039216]
  [0.90588235 0.9254902  0.9372549 ]
  [0.8627451  0.88235294 0.89411765]
  ...
  [0.39607843 0.41568627 0.42745098]
  [0.36470588 0.38431373 0.39607843]
  [0.23529412 0.25490196 0.26666667]]

 [[0.91372549 0.93333333 0.94509804]
  [0.89411765 0.91372549 0.9254902 ]
  [0.75294118 0.77254902 0.78431373]
  ...
  [0.43921569 0.45882353 0.47058824]
  [0.40392157 0.42352941 0.43529412]
  [0.29411765 0.31372549 0.3254902 ]]

 ...

 [[0.60392157 0.61960784 0.62352941]
  [0.60392157 0.61960784 0.62352941]
  [0.61176471 0.62745098 0.63137255]
  ...
  [0.48235294 0.50980392 0.52156863]
  [0.4627451  0.49019608 0.50196078]
  [0.49019608 0.51764706 0.52941176]]

 [[0.60784314 0.62352941 0.62745098]
  [0.60392157 0.61960784 0.62352941]
  [0.69803922 0.71372549 0.71764706]
  ...
  [0.42352941 0.45098039 0.4627451 ]
  [0.45098039 0.47843137 0.49019608]
  [0.50196078 0.52941176 0.54117647]]

 [[0.69803922 0.71372549 0.71764706]
  [0.83921569 0.85490196 0.85882353]
  [0.95686275 0.97254902 0.97647059]
  ...
  [0.54509804 0.57254902 0.58431373]
  [0.59215686 0.61960784 0.63137255]
  [0.63529412 0.6627451  0.6745098 ]]]"
non_autistic\1301.jpg,non_autistic,1,"[[[0.9372549  0.95294118 0.95686275]
  [0.9372549  0.95294118 0.95686275]
  [0.94901961 0.95686275 0.95686275]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.9372549  0.95294118 0.95686275]
  [0.9372549  0.95294118 0.95686275]
  [0.94901961 0.95686275 0.95686275]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.94509804 0.95294118 0.95686275]
  [0.94509804 0.95294118 0.95686275]
  [0.94901961 0.95686275 0.95686275]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.49803922 0.54509804 0.82745098]
  [0.49411765 0.54117647 0.82352941]
  [0.49411765 0.54117647 0.81568627]
  ...
  [0.89019608 0.89019608 0.89019608]
  [0.89411765 0.89411765 0.89411765]
  [0.89803922 0.89803922 0.89803922]]

 [[0.49411765 0.54117647 0.82352941]
  [0.49411765 0.54117647 0.82352941]
  [0.49411765 0.54117647 0.81568627]
  ...
  [0.89019608 0.89019608 0.89019608]
  [0.89411765 0.89411765 0.89411765]
  [0.89803922 0.89803922 0.89803922]]

 [[0.49019608 0.5372549  0.81960784]
  [0.49411765 0.54117647 0.82352941]
  [0.49411765 0.54117647 0.81568627]
  ...
  [0.89019608 0.89019608 0.89019608]
  [0.89411765 0.89411765 0.89411765]
  [0.89803922 0.89803922 0.89803922]]]"
non_autistic\0451.jpg,non_autistic,1,"[[[0.5254902  0.52156863 0.55686275]
  [0.5254902  0.52156863 0.55686275]
  [0.50196078 0.50980392 0.54117647]
  ...
  [0.23137255 0.29411765 0.34117647]
  [0.36862745 0.43137255 0.47843137]
  [0.44313725 0.50588235 0.55294118]]

 [[0.5372549  0.5254902  0.56078431]
  [0.5254902  0.52156863 0.55686275]
  [0.51372549 0.50980392 0.54509804]
  ...
  [0.14509804 0.20784314 0.25882353]
  [0.2627451  0.3254902  0.37647059]
  [0.40392157 0.46666667 0.51764706]]

 [[0.54901961 0.53333333 0.55686275]
  [0.52941176 0.52156863 0.54509804]
  [0.51764706 0.50980392 0.53333333]
  ...
  [0.14509804 0.20392157 0.26666667]
  [0.18039216 0.23921569 0.30196078]
  [0.31764706 0.37647059 0.43921569]]

 ...

 [[0.68627451 0.71372549 0.74901961]
  [0.6745098  0.70980392 0.74509804]
  [0.65490196 0.69019608 0.72941176]
  ...
  [0.00784314 0.01176471 0.06666667]
  [0.00392157 0.         0.04313725]
  [0.00784314 0.         0.04705882]]

 [[0.69019608 0.70588235 0.74901961]
  [0.67058824 0.69411765 0.7372549 ]
  [0.6627451  0.68627451 0.7372549 ]
  ...
  [0.00392157 0.00784314 0.0627451 ]
  [0.00784314 0.         0.04705882]
  [0.00784314 0.         0.04705882]]

 [[0.68235294 0.69803922 0.74117647]
  [0.67058824 0.68627451 0.72941176]
  [0.67058824 0.68235294 0.7372549 ]
  ...
  [0.01176471 0.01568627 0.07058824]
  [0.02352941 0.01568627 0.0627451 ]
  [0.01568627 0.00784314 0.05490196]]]"
autistic\0332.jpg,autistic,0,"[[[0.74901961 0.72156863 0.56862745]
  [0.7372549  0.70588235 0.56078431]
  [0.74901961 0.70980392 0.57647059]
  ...
  [0.16078431 0.19215686 0.51764706]
  [0.20784314 0.25098039 0.58039216]
  [0.19607843 0.25098039 0.57647059]]

 [[0.77647059 0.74117647 0.59607843]
  [0.77254902 0.7372549  0.59215686]
  [0.78431373 0.74117647 0.61568627]
  ...
  [0.10980392 0.1372549  0.47058824]
  [0.17647059 0.21960784 0.54901961]
  [0.18823529 0.24313725 0.56862745]]

 [[0.95686275 0.90980392 0.77647059]
  [0.96470588 0.91372549 0.78823529]
  [0.96862745 0.91764706 0.79215686]
  ...
  [0.04313725 0.06666667 0.41568627]
  [0.11372549 0.14509804 0.49411765]
  [0.18431373 0.22352941 0.56470588]]

 ...

 [[0.0627451  0.06666667 0.05882353]
  [0.07058824 0.0745098  0.06666667]
  [0.07843137 0.08235294 0.0745098 ]
  ...
  [0.31372549 0.5372549  0.27058824]
  [0.30980392 0.53333333 0.26666667]
  [0.30980392 0.53333333 0.2627451 ]]

 [[0.08627451 0.07843137 0.07843137]
  [0.09411765 0.08627451 0.08627451]
  [0.09803922 0.09019608 0.09019608]
  ...
  [0.29803922 0.52941176 0.2627451 ]
  [0.29803922 0.52156863 0.25490196]
  [0.29803922 0.52156863 0.25490196]]

 [[0.10980392 0.10196078 0.10196078]
  [0.11372549 0.10588235 0.10588235]
  [0.11372549 0.10196078 0.10980392]
  ...
  [0.29803922 0.5254902  0.27058824]
  [0.30980392 0.53333333 0.26666667]
  [0.31764706 0.54117647 0.2745098 ]]]"
non_autistic\0697.jpg,non_autistic,1,"[[[0.41960784 0.45490196 0.40392157]
  [0.45882353 0.49019608 0.44705882]
  [0.48627451 0.51764706 0.47843137]
  ...
  [0.25098039 0.28627451 0.30196078]
  [0.26666667 0.31372549 0.32156863]
  [0.26666667 0.31372549 0.32156863]]

 [[0.4        0.43529412 0.38431373]
  [0.40784314 0.43921569 0.39607843]
  [0.40784314 0.43921569 0.4       ]
  ...
  [0.26666667 0.30980392 0.3254902 ]
  [0.27058824 0.31372549 0.32941176]
  [0.28235294 0.32941176 0.3372549 ]]

 [[0.37647059 0.41176471 0.36078431]
  [0.40392157 0.43529412 0.39215686]
  [0.41960784 0.45098039 0.41176471]
  ...
  [0.29411765 0.34117647 0.36470588]
  [0.2745098  0.32156863 0.34509804]
  [0.27843137 0.3254902  0.34117647]]

 ...

 [[0.39215686 0.52156863 0.59607843]
  [0.38823529 0.51764706 0.59215686]
  [0.39215686 0.52156863 0.58431373]
  ...
  [0.24313725 0.29803922 0.34509804]
  [0.12156863 0.17647059 0.22352941]
  [0.03137255 0.09019608 0.1254902 ]]

 [[0.39215686 0.52156863 0.59607843]
  [0.38431373 0.51372549 0.58823529]
  [0.38823529 0.51764706 0.58039216]
  ...
  [0.24313725 0.29019608 0.3372549 ]
  [0.10588235 0.15686275 0.18823529]
  [0.01176471 0.0627451  0.09411765]]

 [[0.39607843 0.5254902  0.6       ]
  [0.38823529 0.51764706 0.59215686]
  [0.39215686 0.52156863 0.58431373]
  ...
  [0.24705882 0.29411765 0.33333333]
  [0.10980392 0.15294118 0.18431373]
  [0.01176471 0.05882353 0.08235294]]]"
autistic\1267.jpg,autistic,0,"[[[1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  ...
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  ...
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 [[1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  ...
  [1.         1.         1.        ]
  [1.         1.         1.        ]
  [1.         1.         1.        ]]

 ...

 [[0.08627451 0.00784314 0.00392157]
  [0.09019608 0.01960784 0.01568627]
  [0.11372549 0.04313725 0.03921569]
  ...
  [0.31764706 0.16470588 0.10980392]
  [0.3372549  0.17254902 0.12156863]
  [0.3372549  0.17254902 0.12156863]]

 [[0.11372549 0.04705882 0.03529412]
  [0.10980392 0.05098039 0.03921569]
  [0.1254902  0.06666667 0.05490196]
  ...
  [0.30588235 0.14901961 0.10196078]
  [0.3254902  0.16078431 0.11372549]
  [0.3372549  0.16078431 0.11764706]]

 [[0.07843137 0.01960784 0.00784314]
  [0.08235294 0.02352941 0.01176471]
  [0.09411765 0.03529412 0.02352941]
  ...
  [0.29803922 0.14117647 0.09411765]
  [0.32156863 0.14509804 0.10196078]
  [0.33333333 0.15686275 0.11372549]]]"
non_autistic\1204.jpg,non_autistic,1,"[[[0.21960784 0.34509804 0.51372549]
  [0.21960784 0.34509804 0.51372549]
  [0.22352941 0.34509804 0.52156863]
  ...
  [0.1254902  0.17647059 0.23137255]
  [0.12941176 0.18039216 0.23529412]
  [0.1254902  0.17647059 0.23137255]]

 [[0.21960784 0.34117647 0.51764706]
  [0.21176471 0.34117647 0.51764706]
  [0.22352941 0.34509804 0.52156863]
  ...
  [0.1254902  0.17647059 0.23137255]
  [0.12941176 0.18039216 0.23529412]
  [0.1254902  0.17647059 0.23137255]]

 [[0.23137255 0.36078431 0.54117647]
  [0.22352941 0.35686275 0.5372549 ]
  [0.23529412 0.36470588 0.54509804]
  ...
  [0.1254902  0.16862745 0.22352941]
  [0.12941176 0.17254902 0.22745098]
  [0.1254902  0.16862745 0.22352941]]

 ...

 [[0.12941176 0.19607843 0.27058824]
  [0.12941176 0.19607843 0.27058824]
  [0.14117647 0.20784314 0.28235294]
  ...
  [0.12156863 0.16470588 0.15294118]
  [0.12156863 0.15686275 0.14509804]
  [0.11764706 0.15686275 0.13333333]]

 [[0.12156863 0.18823529 0.2627451 ]
  [0.12156863 0.18823529 0.2627451 ]
  [0.13333333 0.2        0.2745098 ]
  ...
  [0.1372549  0.16470588 0.14509804]
  [0.1372549  0.16470588 0.14509804]
  [0.1372549  0.16862745 0.14117647]]

 [[0.12156863 0.18823529 0.2627451 ]
  [0.12156863 0.18823529 0.2627451 ]
  [0.1372549  0.20392157 0.27843137]
  ...
  [0.13333333 0.16078431 0.14117647]
  [0.14117647 0.16862745 0.14117647]
  [0.14117647 0.16862745 0.14117647]]]"
autistic\0159.jpg,autistic,0,"[[[0.61568627 0.8627451  0.87843137]
  [0.61176471 0.85882353 0.8745098 ]
  [0.60784314 0.85490196 0.87058824]
  ...
  [0.71372549 0.82745098 0.84313725]
  [0.71372549 0.82745098 0.84313725]
  [0.71764706 0.83137255 0.84705882]]

 [[0.61176471 0.85882353 0.8745098 ]
  [0.61176471 0.85882353 0.8745098 ]
  [0.61176471 0.85882353 0.8745098 ]
  ...
  [0.71372549 0.82745098 0.84313725]
  [0.71372549 0.82745098 0.84313725]
  [0.71764706 0.83137255 0.84705882]]

 [[0.61960784 0.85882353 0.8745098 ]
  [0.62352941 0.8627451  0.87843137]
  [0.61960784 0.86666667 0.88235294]
  ...
  [0.71372549 0.82745098 0.84313725]
  [0.71372549 0.83137255 0.83529412]
  [0.71764706 0.83529412 0.83921569]]

 ...

 [[0.83529412 0.90980392 0.92156863]
  [0.77647059 0.85098039 0.87058824]
  [0.5372549  0.59215686 0.63921569]
  ...
  [0.69411765 0.78039216 0.70980392]
  [0.74901961 0.82745098 0.77647059]
  [0.76078431 0.84705882 0.8       ]]

 [[0.82352941 0.90980392 0.92941176]
  [0.78431373 0.87058824 0.89411765]
  [0.52156863 0.58823529 0.63921569]
  ...
  [0.65098039 0.70980392 0.62745098]
  [0.75294118 0.81568627 0.74901961]
  [0.78823529 0.85490196 0.8       ]]

 [[0.74117647 0.83529412 0.85882353]
  [0.71764706 0.80784314 0.83921569]
  [0.47058824 0.53333333 0.59607843]
  ...
  [0.56862745 0.61960784 0.53333333]
  [0.70196078 0.74901961 0.67843137]
  [0.75294118 0.80392157 0.74117647]]]"
autistic\1055.jpg,autistic,0,"[[[0.43137255 0.54509804 0.78431373]
  [0.42745098 0.54117647 0.78039216]
  [0.42352941 0.5372549  0.77647059]
  ...
  [0.22745098 0.34117647 0.58039216]
  [0.25098039 0.35686275 0.60784314]
  [0.2627451  0.36862745 0.61960784]]

 [[0.42745098 0.54117647 0.78039216]
  [0.42352941 0.5372549  0.77647059]
  [0.42352941 0.5372549  0.77647059]
  ...
  [0.23529412 0.34901961 0.58823529]
  [0.24313725 0.34901961 0.6       ]
  [0.25098039 0.35686275 0.60784314]]

 [[0.42352941 0.5372549  0.77647059]
  [0.41960784 0.53333333 0.77254902]
  [0.41960784 0.52941176 0.78039216]
  ...
  [0.23921569 0.35294118 0.59215686]
  [0.23921569 0.34901961 0.58823529]
  [0.23921569 0.34901961 0.58823529]]

 ...

 [[0.09019608 0.04705882 0.1254902 ]
  [0.07058824 0.03137255 0.09803922]
  [0.09019608 0.05490196 0.10588235]
  ...
  [0.58039216 0.44705882 0.30588235]
  [0.61568627 0.48235294 0.34117647]
  [0.62352941 0.49019608 0.34901961]]

 [[0.12156863 0.0745098  0.16078431]
  [0.0745098  0.03137255 0.10980392]
  [0.09803922 0.05882353 0.12156863]
  ...
  [0.59215686 0.45882353 0.31764706]
  [0.6        0.4745098  0.33333333]
  [0.60784314 0.48235294 0.34117647]]

 [[0.18039216 0.13333333 0.21960784]
  [0.09411765 0.05098039 0.12941176]
  [0.10196078 0.0627451  0.1254902 ]
  ...
  [0.58431373 0.45098039 0.30980392]
  [0.59215686 0.46666667 0.3254902 ]
  [0.60392157 0.47843137 0.3372549 ]]]"
autistic\0557.jpg,autistic,0,"[[[0.56470588 0.6745098  0.65098039]
  [0.56470588 0.6745098  0.65098039]
  [0.56470588 0.6745098  0.65098039]
  ...
  [0.6        0.69411765 0.64705882]
  [0.6        0.69411765 0.64705882]
  [0.6        0.69411765 0.64705882]]

 [[0.56470588 0.6745098  0.65098039]
  [0.56470588 0.67843137 0.64313725]
  [0.56470588 0.6745098  0.65098039]
  ...
  [0.60392157 0.69803922 0.65098039]
  [0.60392157 0.69803922 0.65098039]
  [0.60392157 0.69803922 0.65098039]]

 [[0.57647059 0.68235294 0.64705882]
  [0.57647059 0.68235294 0.64313725]
  [0.57647059 0.68235294 0.64705882]
  ...
  [0.60784314 0.70196078 0.65490196]
  [0.60784314 0.70196078 0.65490196]
  [0.61176471 0.70588235 0.65882353]]

 ...

 [[0.09803922 0.12156863 0.16470588]
  [0.11764706 0.14117647 0.18431373]
  [0.15294118 0.17647059 0.21960784]
  ...
  [0.21176471 0.26666667 0.35686275]
  [0.2627451  0.3254902  0.41568627]
  [0.24705882 0.30980392 0.4       ]]

 [[0.12941176 0.15686275 0.19215686]
  [0.16470588 0.19215686 0.22745098]
  [0.20392157 0.22745098 0.27058824]
  ...
  [0.18823529 0.24313725 0.33333333]
  [0.25882353 0.32156863 0.41176471]
  [0.2627451  0.3254902  0.41568627]]

 [[0.16470588 0.19215686 0.22745098]
  [0.20784314 0.23529412 0.27058824]
  [0.24705882 0.27058824 0.31372549]
  ...
  [0.16862745 0.22352941 0.31372549]
  [0.25098039 0.31372549 0.40392157]
  [0.27058824 0.33333333 0.42352941]]]"
non_autistic\0735.jpg,non_autistic,1,"[[[0.13333333 0.28627451 0.41176471]
  [0.1254902  0.2745098  0.40784314]
  [0.10980392 0.25882353 0.39607843]
  ...
  [0.06666667 0.07843137 0.07058824]
  [0.12156863 0.13333333 0.1254902 ]
  [0.14117647 0.15294118 0.14509804]]

 [[0.13333333 0.28627451 0.41176471]
  [0.1254902  0.2745098  0.40784314]
  [0.10980392 0.25882353 0.39607843]
  ...
  [0.10196078 0.11372549 0.10588235]
  [0.09019608 0.10196078 0.09411765]
  [0.11764706 0.12941176 0.12156863]]

 [[0.12941176 0.27843137 0.41176471]
  [0.1254902  0.2745098  0.40784314]
  [0.10980392 0.25882353 0.39607843]
  ...
  [0.14509804 0.15686275 0.14901961]
  [0.09411765 0.10588235 0.09803922]
  [0.04313725 0.05490196 0.04705882]]

 ...

 [[0.04705882 0.20784314 0.38431373]
  [0.03137255 0.19215686 0.36862745]
  [0.01568627 0.17647059 0.35294118]
  ...
  [0.27058824 0.25490196 0.2745098 ]
  [0.28627451 0.26666667 0.2745098 ]
  [0.29803922 0.2745098  0.27843137]]

 [[0.04705882 0.21176471 0.38039216]
  [0.03137255 0.19607843 0.36470588]
  [0.01568627 0.17647059 0.35294118]
  ...
  [0.30588235 0.29019608 0.30980392]
  [0.30588235 0.28627451 0.29411765]
  [0.30196078 0.27843137 0.28235294]]

 [[0.04705882 0.21176471 0.38039216]
  [0.03137255 0.19607843 0.36470588]
  [0.01568627 0.17647059 0.35294118]
  ...
  [0.32941176 0.31372549 0.33333333]
  [0.32156863 0.30196078 0.30980392]
  [0.30588235 0.28235294 0.28627451]]]"
non_autistic\1068.jpg,non_autistic,1,"[[[0.29803922 0.32941176 0.44705882]
  [0.36862745 0.4        0.51764706]
  [0.32941176 0.36078431 0.47843137]
  ...
  [0.32156863 0.39607843 0.54509804]
  [0.32156863 0.39607843 0.54117647]
  [0.28627451 0.36078431 0.50588235]]

 [[0.29803922 0.32941176 0.44705882]
  [0.35686275 0.38823529 0.50588235]
  [0.35294118 0.38431373 0.50196078]
  ...
  [0.33333333 0.40784314 0.55686275]
  [0.3254902  0.4        0.54509804]
  [0.32156863 0.39607843 0.54117647]]

 [[0.29803922 0.32941176 0.44313725]
  [0.34117647 0.37254902 0.48627451]
  [0.34509804 0.37647059 0.49411765]
  ...
  [0.35686275 0.43137255 0.57647059]
  [0.35294118 0.42745098 0.57254902]
  [0.34901961 0.42352941 0.56862745]]

 ...

 [[0.65098039 0.70196078 0.75686275]
  [0.62745098 0.67843137 0.73333333]
  [0.61176471 0.66666667 0.71372549]
  ...
  [0.49803922 0.51764706 0.6       ]
  [0.39215686 0.41176471 0.49411765]
  [0.34509804 0.36470588 0.44705882]]

 [[0.63137255 0.68235294 0.7372549 ]
  [0.57254902 0.62352941 0.67843137]
  [0.60392157 0.65490196 0.70980392]
  ...
  [0.4745098  0.49411765 0.57647059]
  [0.37647059 0.39607843 0.47843137]
  [0.41176471 0.43137255 0.51372549]]

 [[0.54901961 0.6        0.65490196]
  [0.49803922 0.54901961 0.60392157]
  [0.60784314 0.65882353 0.71372549]
  ...
  [0.40392157 0.42352941 0.50588235]
  [0.43529412 0.45490196 0.5372549 ]
  [0.5254902  0.54509804 0.62745098]]]"
autistic\1002.jpg,autistic,0,"[[[0.42352941 0.5372549  0.55686275]
  [0.29411765 0.40784314 0.42745098]
  [0.14901961 0.26666667 0.28627451]
  ...
  [0.09803922 0.12156863 0.11764706]
  [0.11372549 0.14509804 0.14117647]
  [0.10980392 0.14117647 0.1372549 ]]

 [[0.56862745 0.68235294 0.70196078]
  [0.38431373 0.49803922 0.51764706]
  [0.25490196 0.36862745 0.38823529]
  ...
  [0.04705882 0.07058824 0.06666667]
  [0.04313725 0.0745098  0.07058824]
  [0.04313725 0.0745098  0.07058824]]

 [[0.54901961 0.65098039 0.6745098 ]
  [0.52941176 0.64313725 0.6627451 ]
  [0.42352941 0.5372549  0.55686275]
  ...
  [0.01960784 0.04313725 0.03921569]
  [0.01568627 0.03921569 0.03529412]
  [0.01960784 0.04313725 0.03921569]]

 ...

 [[0.36078431 0.03921569 0.        ]
  [0.36470588 0.04313725 0.        ]
  [0.36862745 0.04705882 0.00392157]
  ...
  [0.36078431 0.04705882 0.00392157]
  [0.35686275 0.04313725 0.        ]
  [0.35294118 0.03921569 0.        ]]

 [[0.37254902 0.04313725 0.        ]
  [0.37254902 0.04313725 0.        ]
  [0.37647059 0.04313725 0.00392157]
  ...
  [0.36862745 0.05490196 0.01176471]
  [0.37254902 0.05098039 0.00784314]
  [0.36862745 0.04705882 0.00392157]]

 [[0.37647059 0.04705882 0.        ]
  [0.38039216 0.05098039 0.00392157]
  [0.38039216 0.04705882 0.00784314]
  ...
  [0.37254902 0.05882353 0.01568627]
  [0.38431373 0.05098039 0.01176471]
  [0.38039216 0.04705882 0.00784314]]]"
autistic\0077.jpg,autistic,0,"[[[0.36470588 0.01960784 0.76470588]
  [0.45882353 0.12156863 0.86666667]
  [0.50196078 0.17254902 0.91372549]
  ...
  [0.12156863 0.00784314 0.34509804]
  [0.12941176 0.01176471 0.36078431]
  [0.1372549  0.01960784 0.36862745]]

 [[0.39607843 0.05098039 0.79607843]
  [0.45882353 0.1254902  0.8627451 ]
  [0.48235294 0.15294118 0.89411765]
  ...
  [0.12156863 0.00784314 0.34509804]
  [0.12941176 0.01176471 0.36078431]
  [0.13333333 0.01568627 0.36470588]]

 [[0.41176471 0.07843137 0.81568627]
  [0.45490196 0.1254902  0.85490196]
  [0.46666667 0.1372549  0.8745098 ]
  ...
  [0.12156863 0.00392157 0.35294118]
  [0.1254902  0.00784314 0.35686275]
  [0.12156863 0.00392157 0.35294118]]

 ...

 [[0.45882353 0.51764706 0.58039216]
  [0.48235294 0.54117647 0.60392157]
  [0.49019608 0.54901961 0.61176471]
  ...
  [0.35686275 0.34117647 0.36078431]
  [0.3254902  0.30196078 0.32156863]
  [0.29411765 0.27058824 0.29019608]]

 [[0.47058824 0.5254902  0.59607843]
  [0.49019608 0.54509804 0.61568627]
  [0.49019608 0.54901961 0.61176471]
  ...
  [0.36862745 0.34901961 0.35686275]
  [0.30980392 0.29019608 0.29803922]
  [0.27058824 0.25098039 0.25882353]]

 [[0.48627451 0.54117647 0.61176471]
  [0.50196078 0.55686275 0.62745098]
  [0.48627451 0.54509804 0.60784314]
  ...
  [0.35686275 0.3372549  0.34509804]
  [0.29019608 0.27058824 0.27843137]
  [0.26666667 0.24705882 0.25490196]]]"
